ProductKey,ProductAlternateKey,ProductSubCategoryKey,ProductSubCategory,ProductCategoryKey,ProductCategory,Product,SafetyStockLevel,ReorderPoint,DaysToManufacture,Description,StartDate,EndDate,Status
406,HB-R720,35,Panniers,4,Accessories,ML Road Handlebars,500,375,1,Anatomically shaped aluminum tube bar will suit all riders.,2013-07-01 00:00:00.000,NULL,Current
406,HB-R720,36,Pumps,4,Accessories,ML Road Handlebars,500,375,1,Anatomically shaped aluminum tube bar will suit all riders.,2013-07-01 00:00:00.000,NULL,Current
406,HB-R720,37,Tires and Tubes,4,Accessories,ML Road Handlebars,500,375,1,Anatomically shaped aluminum tube bar will suit all riders.,2013-07-01 00:00:00.000,NULL,Current
407,HB-R956,26,Bike Racks,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,27,Bike Stands,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,28,Bottles and Cages,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,29,Cleaners,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,30,Fenders,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,31,Helmets,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,32,Hydration Packs,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,33,Lights,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,34,Locks,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,35,Panniers,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,36,Pumps,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
407,HB-R956,37,Tires and Tubes,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
408,HB-R956,26,Bike Racks,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,27,Bike Stands,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,28,Bottles and Cages,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,29,Cleaners,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,30,Fenders,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,31,Helmets,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,32,Hydration Packs,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,33,Lights,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,34,Locks,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,35,Panniers,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,36,Pumps,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
408,HB-R956,37,Tires and Tubes,4,Accessories,HL Road Handlebars,500,375,1,Designed for racers; high-end anatomically shaped bar from aluminum alloy.,2013-07-01 00:00:00.000,NULL,Current
409,FR-M63B-38,NULL,NULL,NULL,NULL,"ML Mountain Frame - Black, 38",500,375,2,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
410,FW-M423,NULL,NULL,NULL,NULL,LL Mountain Front Wheel,500,375,1,Replacement mountain wheel for entry-level rider.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
411,FW-M762,NULL,NULL,NULL,NULL,ML Mountain Front Wheel,500,375,1,Replacement mountain wheel for the casual to serious rider.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
412,FW-M928,NULL,NULL,NULL,NULL,HL Mountain Front Wheel,500,375,1,High-performance mountain replacement wheel.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
413,FW-R623,NULL,NULL,NULL,NULL,LL Road Front Wheel,500,375,1,Replacement road front wheel for entry-level cyclist.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
414,FW-R762,NULL,NULL,NULL,NULL,ML Road Front Wheel,500,375,1,Sturdy alloy features a quick-release hub.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
415,FW-R820,NULL,NULL,NULL,NULL,HL Road Front Wheel,500,375,1,Strong wheel with double-walled rim.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
416,FW-T905,NULL,NULL,NULL,NULL,Touring Front Wheel,500,375,1,Aerodynamic rims for smooth riding.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
417,FR-R72Y-38,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 38",500,375,2,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
418,FR-R72Y-38,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 38",500,375,2,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01 00:00:00.000,NULL,Current
419,RW-M423,NULL,NULL,NULL,NULL,LL Mountain Rear Wheel,500,375,1,Replacement mountain wheel for entry-level rider.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
420,RW-M762,NULL,NULL,NULL,NULL,ML Mountain Rear Wheel,500,375,1,Replacement mountain wheel for the casual to serious rider.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
421,RW-M928,NULL,NULL,NULL,NULL,HL Mountain Rear Wheel,500,375,1,High-performance mountain replacement wheel.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
422,RW-R623,NULL,NULL,NULL,NULL,LL Road Rear Wheel,500,375,1,Replacement road rear wheel for entry-level cyclist.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
423,RW-R762,NULL,NULL,NULL,NULL,ML Road Rear Wheel,500,375,1,Aluminum alloy rim with stainless steel spokes; built for speed.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
424,RW-R820,NULL,NULL,NULL,NULL,HL Road Rear Wheel,500,375,1,Strong rear wheel with double-walled rim.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
425,RW-T905,NULL,NULL,NULL,NULL,Touring Rear Wheel,500,375,1,Excellent aerodynamic rims guarantee a smooth ride.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
426,FR-M63B-40,NULL,NULL,NULL,NULL,"ML Mountain Frame - Black, 40",500,375,1,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
427,FR-M63B-44,NULL,NULL,NULL,NULL,"ML Mountain Frame - Black, 44",500,375,1,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
428,FR-M63B-48,NULL,NULL,NULL,NULL,"ML Mountain Frame - Black, 48",500,375,1,The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
429,FR-R72Y-40,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 40",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
430,FR-R72Y-40,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 40",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01 00:00:00.000,NULL,Current
431,FR-R72Y-42,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 42",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
432,FR-R72Y-42,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 42",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01 00:00:00.000,NULL,Current
433,FR-R72Y-44,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 44",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
434,FR-R72Y-44,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 44",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01 00:00:00.000,NULL,Current
435,FR-R72Y-48,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 48",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
436,FR-R72Y-48,NULL,NULL,NULL,NULL,"ML Road Frame-W - Yellow, 48",500,375,1,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Women's version.",2013-07-01 00:00:00.000,NULL,Current
437,FR-R92B-62,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 62",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
438,FR-R92B-62,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 62",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
439,FR-R92B-44,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 44",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
440,FR-R92B-44,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 44",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
441,FR-R92B-48,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 48",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
442,FR-R92B-48,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 48",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
443,FR-R92B-52,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 52",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
444,FR-R92B-52,NULL,NULL,NULL,NULL,"HL Road Frame - Black, 52",500,375,1,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2013-07-01 00:00:00.000,NULL,Current
445,SH-M897-S,NULL,NULL,NULL,NULL,"Men's Sports Shorts, S",4,3,0,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
446,PA-T100,NULL,NULL,NULL,NULL,"Touring-Panniers, Large",4,3,0,"Durable, water-proof nylon construction with easy access. Large enough for weekend trips.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
447,LO-C100,NULL,NULL,NULL,NULL,Cable Lock,4,3,0,"Wraps to fit front and rear tires, carrier and 2 keys included.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
448,PU-0452,NULL,NULL,NULL,NULL,Minipump,4,3,0,Designed for convenience. Fits in your pocket. Aluminum barrel. 160psi rated.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
449,PU-M044,NULL,NULL,NULL,NULL,Mountain Pump,4,3,0,Simple and light-weight. Emergency patches stored in handle.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
450,LT-T990,NULL,NULL,NULL,NULL,Taillights - Battery-Powered,4,3,0,Affordable light for safe night riding - uses 3 AAA batteries,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
451,LT-H902,NULL,NULL,NULL,NULL,Headlights - Dual-Beam,4,3,0,Rechargeable dual-beam headlight.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
452,LT-H903,NULL,NULL,NULL,NULL,Headlights - Weatherproof,4,3,0,Rugged weatherproof headlight.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
453,SH-M897-M,NULL,NULL,NULL,NULL,"Men's Sports Shorts, M",4,3,0,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
454,SH-M897-L,NULL,NULL,NULL,NULL,"Men's Sports Shorts, L",4,3,0,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
455,SH-M897-X,NULL,NULL,NULL,NULL,"Men's Sports Shorts, XL",4,3,0,Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
456,TG-W091-S,NULL,NULL,NULL,NULL,"Women's Tights, S",4,3,0,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
457,TG-W091-M,NULL,NULL,NULL,NULL,"Women's Tights, M",4,3,0,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
458,TG-W091-L,NULL,NULL,NULL,NULL,"Women's Tights, L",4,3,0,Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
459,SB-M891-S,NULL,NULL,NULL,NULL,"Men's Bib-Shorts, S",4,3,0,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
460,SB-M891-M,NULL,NULL,NULL,NULL,"Men's Bib-Shorts, M",4,3,0,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
461,SB-M891-L,NULL,NULL,NULL,NULL,"Men's Bib-Shorts, L",4,3,0,"Designed for the AWC team with stay-put straps, moisture-control, chamois padding, and leg grippers.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
462,GL-H102-S,NULL,NULL,NULL,NULL,"Half-Finger Gloves, S",4,3,0,"Full padding, improved finger flex, durable palm, adjustable closure.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
463,GL-H102-S,NULL,NULL,NULL,NULL,"Half-Finger Gloves, S",4,3,0,"Full padding, improved finger flex, durable palm, adjustable closure.",2013-07-01 00:00:00.000,NULL,Current
464,GL-H102-M,NULL,NULL,NULL,NULL,"Half-Finger Gloves, M",4,3,0,"Full padding, improved finger flex, durable palm, adjustable closure.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
465,GL-H102-M,NULL,NULL,NULL,NULL,"Half-Finger Gloves, M",4,3,0,"Full padding, improved finger flex, durable palm, adjustable closure.",2013-07-01 00:00:00.000,NULL,Current
466,GL-H102-L,NULL,NULL,NULL,NULL,"Half-Finger Gloves, L",4,3,0,"Full padding, improved finger flex, durable palm, adjustable closure.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
467,GL-H102-L,NULL,NULL,NULL,NULL,"Half-Finger Gloves, L",4,3,0,"Full padding, improved finger flex, durable palm, adjustable closure.",2013-07-01 00:00:00.000,NULL,Current
468,GL-F110-S,NULL,NULL,NULL,NULL,"Full-Finger Gloves, S",4,3,0,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
469,GL-F110-M,NULL,NULL,NULL,NULL,"Full-Finger Gloves, M",4,3,0,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
470,GL-F110-L,NULL,NULL,NULL,NULL,"Full-Finger Gloves, L",4,3,0,"Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",2012-07-01 00:00:00.000,2008-12-27 00:00:00.000,Outdate
471,VE-C304-S,NULL,NULL,NULL,NULL,"Classic Vest, S",4,3,0,"Light-weight, wind-resistant, packs to fit into a pocket.",2013-07-01 00:00:00.000,NULL,Current
472,VE-C304-M,NULL,NULL,NULL,NULL,"Classic Vest, M",4,3,0,"Light-weight, wind-resistant, packs to fit into a pocket.",2013-07-01 00:00:00.000,NULL,Current
473,VE-C304-L,NULL,NULL,NULL,NULL,"Classic Vest, L",4,3,0,"Light-weight, wind-resistant, packs to fit into a pocket.",2013-07-01 00:00:00.000,NULL,Current
474,SH-W890-S,NULL,NULL,NULL,NULL,"Women's Mountain Shorts, S",4,3,0,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",2013-07-01 00:00:00.000,NULL,Current
475,SH-W890-M,NULL,NULL,NULL,NULL,"Women's Mountain Shorts, M",4,3,0,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",2013-07-01 00:00:00.000,NULL,Current
476,SH-W890-L,NULL,NULL,NULL,NULL,"Women's Mountain Shorts, L",4,3,0,"Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort.",2013-07-01 00:00:00.000,NULL,Current
477,WB-H098,NULL,NULL,NULL,NULL,Water Bottle - 30 oz.,4,3,0,AWC logo water bottle - holds 30 oz; leak-proof.,2013-07-01 00:00:00.000,NULL,Current
478,BC-M005,NULL,NULL,NULL,NULL,Mountain Bottle Cage,4,3,0,Tough aluminum cage holds bottle securly on tough terrain.,2013-07-01 00:00:00.000,NULL,Current
479,BC-R205,NULL,NULL,NULL,NULL,Road Bottle Cage,4,3,0,Aluminum cage is lighter than our mountain version; perfect for long distance trips.,2013-07-01 00:00:00.000,NULL,Current
480,PK-7098,NULL,NULL,NULL,NULL,Patch Kit/8 Patches,4,3,0,"Includes 8 different size patches, glue and sandpaper.",2013-07-01 00:00:00.000,NULL,Current
481,SO-R809-M,NULL,NULL,NULL,NULL,"Racing Socks, M",4,3,0,"Thin, lightweight and durable with cuffs that stay up.",2013-07-01 00:00:00.000,NULL,Current
482,SO-R809-L,NULL,NULL,NULL,NULL,"Racing Socks, L",4,3,0,"Thin, lightweight and durable with cuffs that stay up.",2013-07-01 00:00:00.000,NULL,Current
483,RA-H123,NULL,NULL,NULL,NULL,Hitch Rack - 4-Bike,4,3,0,"Carries 4 bikes securely; steel construction, fits 2"" receiver hitch.",2013-07-01 00:00:00.000,NULL,Current
484,CL-9009,NULL,NULL,NULL,NULL,Bike Wash - Dissolver,4,3,0,"Washes off the toughest road grime; dissolves grease, environmentally safe. 1-liter bottle.",2013-07-01 00:00:00.000,NULL,Current
485,FE-6654,NULL,NULL,NULL,NULL,Fender Set - Mountain,4,3,0,Clip-on fenders fit most mountain bikes.,2013-07-01 00:00:00.000,NULL,Current
486,ST-1401,NULL,NULL,NULL,NULL,All-Purpose Bike Stand,4,3,0,Perfect all-purpose bike stand for working on your bike at home. Quick-adjusting clamps and steel construction.,2013-07-01 00:00:00.000,NULL,Current
487,HY-1023-70,NULL,NULL,NULL,NULL,Hydration Pack - 70 oz.,4,3,0,"Versatile 70 oz hydration pack offers extra storage, easy-fill access, and a waist belt.",2013-07-01 00:00:00.000,NULL,Current
488,SJ-0194-S,NULL,NULL,NULL,NULL,"Short-Sleeve Classic Jersey, S",4,3,0,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",2013-07-01 00:00:00.000,NULL,Current
489,SJ-0194-M,NULL,NULL,NULL,NULL,"Short-Sleeve Classic Jersey, M",4,3,0,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",2013-07-01 00:00:00.000,NULL,Current
490,SJ-0194-L,NULL,NULL,NULL,NULL,"Short-Sleeve Classic Jersey, L",4,3,0,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",2013-07-01 00:00:00.000,NULL,Current
491,SJ-0194-X,NULL,NULL,NULL,NULL,"Short-Sleeve Classic Jersey, XL",4,3,0,"Short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",2013-07-01 00:00:00.000,NULL,Current
492,FR-T98Y-60,NULL,NULL,NULL,NULL,"HL Touring Frame - Yellow, 60",500,375,1,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01 00:00:00.000,NULL,Current
493,FR-T67Y-62,NULL,NULL,NULL,NULL,"LL Touring Frame - Yellow, 62",500,375,1,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01 00:00:00.000,NULL,Current
494,FR-T98Y-46,NULL,NULL,NULL,NULL,"HL Touring Frame - Yellow, 46",500,375,1,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01 00:00:00.000,NULL,Current
495,FR-T98Y-50,NULL,NULL,NULL,NULL,"HL Touring Frame - Yellow, 50",500,375,1,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01 00:00:00.000,NULL,Current
496,FR-T98Y-54,NULL,NULL,NULL,NULL,"HL Touring Frame - Yellow, 54",500,375,1,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01 00:00:00.000,NULL,Current
497,FR-T98U-46,NULL,NULL,NULL,NULL,"HL Touring Frame - Blue, 46",500,375,1,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01 00:00:00.000,NULL,Current
498,FR-T98U-50,NULL,NULL,NULL,NULL,"HL Touring Frame - Blue, 50",500,375,1,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01 00:00:00.000,NULL,Current
499,FR-T98U-54,NULL,NULL,NULL,NULL,"HL Touring Frame - Blue, 54",500,375,1,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01 00:00:00.000,NULL,Current
500,FR-T98U-60,NULL,NULL,NULL,NULL,"HL Touring Frame - Blue, 60",500,375,1,The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,2013-07-01 00:00:00.000,NULL,Current
501,RD-2308,NULL,NULL,NULL,NULL,Rear Derailleur,500,375,1,Wide-link design.,2013-07-01 00:00:00.000,NULL,Current
502,FR-T67U-50,NULL,NULL,NULL,NULL,"LL Touring Frame - Blue, 50",500,375,1,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01 00:00:00.000,NULL,Current
503,FR-T67U-54,NULL,NULL,NULL,NULL,"LL Touring Frame - Blue, 54",500,375,1,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01 00:00:00.000,NULL,Current
504,FR-T67U-58,NULL,NULL,NULL,NULL,"LL Touring Frame - Blue, 58",500,375,1,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01 00:00:00.000,NULL,Current
505,FR-T67U-62,NULL,NULL,NULL,NULL,"LL Touring Frame - Blue, 62",500,375,1,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01 00:00:00.000,NULL,Current
506,FR-T67Y-44,NULL,NULL,NULL,NULL,"LL Touring Frame - Yellow, 44",500,375,1,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01 00:00:00.000,NULL,Current
507,FR-T67Y-50,NULL,NULL,NULL,NULL,"LL Touring Frame - Yellow, 50",500,375,1,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01 00:00:00.000,NULL,Current
508,FR-T67Y-54,NULL,NULL,NULL,NULL,"LL Touring Frame - Yellow, 54",500,375,1,Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,2013-07-01 00:00:00.000,NULL,Current
